nexusmutant.eth,1,1,20855.57467600575
twiddle.eth,1,1,114125.50956242914
0x8D38C81B7bE9Dbe7440D66B92d4EF529806baAE7,1,1,36535.001993689984
0x8876a77e19164C6FbAb207761c7d6Afe29F31764,1,1,0.0078201408531526
0x7887e4018f76168fEd87210C16444E16A7d6bBAD,1,1,127.17226736977024
0x07cD0dffB4ca317c56c232A8130a7c3f07BF207A,1,1,2250.0
0x7887e4018f76168fEd87210C16444E16A7d6bBAD,2,1,127.17226736977024
tomfutago.eth,2,1,40.27
twiddle.eth,2,1,115041.595169722
0x8D38C81B7bE9Dbe7440D66B92d4EF529806baAE7,4,1,46535.001993689984
nexusmutant.eth,4,3,12595.86920753389
twiddle.eth,4,1,107902.9451696226
0xd6CE9335f5A68e885271CdbE460b7A4FED5FeDA9,4,1,55.629055692016905
0x7887e4018f76168fEd87210C16444E16A7d6bBAD,4,1,120.0294102269131
0x8D38C81B7bE9Dbe7440D66B92d4EF529806baAE7,5,1,46535.001993689984
nexusmutant.eth,5,3,12595.86920753389
twiddle.eth,5,1,107902.9451696226
0xd6CE9335f5A68e885271CdbE460b7A4FED5FeDA9,5,1,55.629055692016905
0x7887e4018f76168fEd87210C16444E16A7d6bBAD,5,1,120.0294102269131
0x40329f3E27dD3fe228799b4A665F6f104c2Ab6b4,6,3,19.240353714746178
0xE4994082A0E7f38B565e6c5f4afD608de5EDDfBb,6,3,62.085825095969675
nexusmutant.eth,6,1,12522.59299763389
0x8D38C81B7bE9Dbe7440D66B92d4EF529806baAE7,6,1,51535.001993689984
twiddle.eth,6,1,107902.9451696226
0xd6CE9335f5A68e885271CdbE460b7A4FED5FeDA9,6,1,55.629055692016905
twiddle.eth,7,1,103333.86066723985
0x7887e4018f76168fEd87210C16444E16A7d6bBAD,7,1,110.4215670896582
nexusmutant.eth,7,1,2249.3669844283136
0x6c68B7CB55fFCB3c27051107CAf3fdDe5d9dF239,7,1,1489.3
0x5929cC4D10b6a1acc5bF5D221889f10251C628A1,7,1,95.45859413651706
0xd6CE9335f5A68e885271CdbE460b7A4FED5FeDA9,7,1,9.374495165189424
0x7887e4018f76168fEd87210C16444E16A7d6bBAD,8,1,110.4215670896582
0xfc3B069b0ddbBd160438775367DF99654D0e6B1E,8,1,252.6446017518171
twiddle.eth,8,1,107333.86066723985
pintxo.eth,9,2,46574.48054502478
0xB7c575C5e12D6c6c51B31b69553CF262Dd2D4e6A,9,2,6281.907577157872
0x8D38C81B7bE9Dbe7440D66B92d4EF529806baAE7,9,2,58635.001993689984
twiddle.eth,9,3,149551.51249651203
0xF1f756AafaB77Ef2fec51b567Df1e23332F4ac78,9,1,164158.90006734
