from_key,966,957,956,955,954,952,950,947,946,948,944,943,940,937,935,931,930,927,926,924,920,921,917,916,914,912,897,895,893,890,885,880,877,871,867,868,865,864,862,861,860,858,856,855,854,853,851,848,845,844,843,842,839,836,835,833,829,827,826,825,823,821,817,819,818,814,811,810,805,804,801,799,800,798,797,794,793,792,791,790,787,717,687,155,202,187,104,103,101,96,98,97,95,94,93,90,89,88,87,84,86,83,82,81,80,78,77,76,74,73,72,71,69,70,68,67,66,65,64,63,62,60,59,58,57,56,54,52
Dora Factory PGS,1,N/A,N/A,1,1,4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,1,1,1,N/A,N/A,1,1,1,1,1,N/A,1,1,1,1,3,1,1,3,1,1,1,N/A,1,1,1,1,1,N/A,2,1,1,1,1,3,1,1,1,1,1,3,1,1,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Compass,1,1,N/A,N/A,N/A,N/A,1,N/A,N/A,1,1,N/A,1,1,1,1,1,1,1,1,N/A,N/A,N/A,N/A,1,1,1,2,N/A,1,1,1,1,1,1,2,1,1,1,2,N/A,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,N/A,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,N/A,1,1,N/A,1,1,1,1,N/A,N/A,N/A,1,1,1,1,2,2,1,1,1,2,3,1,3,2,N/A,1,3,1,4,1,1,3,1,1,1,1,1,1,2,2,2,1,1,1,1,1,3
strangelove,1,1,1,1,1,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,N/A,1,1,1,1,1,N/A,1,2,1,1,3,1,1,1,N/A,1,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,3,1,1,1,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,N/A,1,1,N/A,3,1,1,1,2,N/A,N/A,1,1,N/A,N/A,N/A,2,2,1,1,4,4,1,4,4,4,N/A,3,N/A,N/A,1,N/A,1,1,1,N/A,N/A,1,N/A,1,1,N/A,1,N/A,N/A,1,1,3
CrowdControl,1,1,3,1,2,N/A,1,1,3,1,1,1,1,1,1,2,2,1,1,1,N/A,3,1,1,1,2,1,1,3,1,1,1,1,1,2,2,3,1,2,3,1,2,3,1,1,1,2,3,1,1,1,2,3,2,1,3,1,3,2,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,4,1,N/A,1,1,2,1,1,2,1,2,1,2,1,1,1,2,3,1,1,1,N/A,N/A,3,1,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blockdaemon,1,1,3,1,2,2,1,1,1,N/A,1,1,N/A,N/A,N/A,1,1,N/A,N/A,1,1,3,1,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,1,N/A,N/A,N/A,N/A,1,1,N/A,1,3,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,2,1,2,1,4,1,2,1,1,2,2,1,2,1,2,1,3,1,1,1,1,3,2,1,1,1,3,3,1,3,2,3,1,2,1,4,2,1,N/A,N/A,N/A,N/A,N/A,1,1,1,N/A,N/A,N/A,1,N/A,N/A,1,N/A
Virtual Hive,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,3,1,N/A,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,N/A,1,1,1,1,2,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N/A,N/A,1,3,1,2,1,3,1,1,1,1,3,3,1,1,1,2,3,3,3,2,3,1,1,1,4,1,1,1,1,1,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bro_n_Bro,1,1,3,1,3,2,1,N/A,N/A,1,1,1,1,1,1,1,3,1,N/A,1,1,2,1,3,1,3,1,3,3,N/A,1,1,1,1,1,3,3,1,1,1,1,3,4,1,1,3,1,2,1,1,1,1,3,3,1,1,1,3,3,1,1,1,1,1,3,1,3,1,1,1,1,1,N/A,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,3,1,3,1,N/A,1,1,3,3,1,1,1,2,3,3,3,1,4,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chorus One,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,N/A,N/A,1,2,1,1,3,1,1,1,1,1,1,3,N/A,1,1,3,1,2,3,1,1,3,1,3,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,2,2,1,3,2,2,2,4,1,2,1,1,2,2,1,3,1,1,1,2,1,2,1,1,2,3,1,3,1,3,3,1,3,3,4,1,1,1,3,1,1,3,1,1,1,1,1,1,2,1,2,1,N/A,N/A,1,1,N/A
DSRV,1,1,3,2,1,2,1,3,3,1,2,1,1,1,3,1,2,2,1,1,2,2,2,2,1,2,1,N/A,N/A,N/A,1,1,1,1,1,3,2,1,N/A,3,N/A,1,4,1,1,2,2,3,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,N/A,1,1,2,1,1,1,1,1,2,1,2,1,1,3,2,1,N/A,N/A,2,1,2,1,2,1,3,2,2,1,1,N/A,N/A,2,2,2,N/A,3,1,3,1,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,1,N/A,N/A,N/A,N/A,N/A
Golden Ratio Staking,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,4,1,1,1,N/A,N/A,2,1,1,1,N/A,N/A,1,3,2,2,1,1,1,1,1,1,1,1,1,3,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,N/A,1,1,1,1,3,1,1,1,1,3,2,1,1,1,3,2,3,1,1,1,1,3,3,1,1,1,4,3,1,4,3,4,1,3,N/A,N/A,1,1,3,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WeStaking,1,1,3,1,1,2,1,1,3,1,N/A,1,1,1,1,1,1,1,1,1,N/A,N/A,1,3,1,1,1,3,3,N/A,1,1,1,1,1,3,1,1,1,3,1,1,3,1,1,3,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,N/A,1,1,3,1,1,1,1,N/A,1,1,2,1,3,1,3,1,1,1,1,3,3,1,1,1,3,3,4,3,2,4,1,N/A,1,3,1,1,1,1,1,1,2,1,1,2,1,2,1,1,N/A,1,1,1
Stakecito,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,N/A,2,2,1,N/A,1,1,N/A,1,N/A,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,3,1,1,1,3,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,3,1,2,1,1,2,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,1,4,3,1,3,3,2,1,1,1,4,1,1,2,1,1,1,1,1,1,2,1,2,1,1,N/A,1,1,N/A
Coinage x DAIC,1,2,3,2,2,2,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,2,2,2,1,1,1,1,N/A,1,1,1,1,1,1,3,1,1,1,3,1,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,N/A,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,3,1,1,1,2,1,2,1,2,1,1,3,3,1,N/A,1,2,2,1,3,N/A,1,1,2,2,4,N/A,N/A,1,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EZ Staking,1,N/A,4,1,1,1,1,2,3,1,N/A,N/A,1,1,N/A,1,1,2,1,1,2,2,N/A,N/A,N/A,N/A,1,2,3,N/A,1,2,1,1,1,3,2,1,1,2,1,3,4,1,4,3,2,1,1,1,1,1,3,3,1,1,1,3,2,1,1,1,1,1,4,4,3,1,1,1,2,1,1,N/A,N/A,1,4,1,4,1,1,1,1,3,N/A,1,3,2,2,1,3,1,2,1,1,N/A,N/A,1,3,3,1,1,4,N/A,3,4,1,1,2,4,1,1,3,1,2,1,2,1,1,1,1,1,1,N/A,N/A,1,N/A,N/A
Cosmos Spaces,1,N/A,N/A,N/A,N/A,2,2,2,3,1,2,2,N/A,1,1,1,N/A,2,1,1,1,2,N/A,1,1,1,1,1,3,N/A,1,1,1,2,1,3,1,1,1,3,2,1,2,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,1,3,3,3,3,3,3,1,N/A,1,4,2,1,3,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nansen,1,1,3,1,1,2,1,1,3,1,N/A,N/A,1,1,N/A,1,N/A,N/A,1,N/A,N/A,N/A,1,3,1,2,1,2,3,1,1,1,1,N/A,1,1,2,N/A,N/A,1,1,N/A,3,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,N/A,1,3,1,3,1,1,1,N/A,1,1,1,1,1,1,1,3,1,2,2,1,2,3,1,N/A,1,N/A,N/A,N/A,1,N/A,1,1,2,2,1,1,1,2,3,1,3,3,3,1,1,1,4,2,1,3,1,1,1,2,1,1,1,1,N/A,1,1,N/A,1,1,1
Informal Systems,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,N/A,N/A,N/A,1,3,1,1,1,1,3,1,1,N/A,1,1,1,1,3,1,1,3,1,1,3,1,N/A,3,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,3,1,1,1,4,1,2,1,1,1,2,1,1,1,3,1,3,1,3,1,1,3,3,1,1,1,4,4,1,4,4,3,1,3,1,1,1,3,1,N/A,N/A,N/A,1,1,1,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A
vido.info,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N/A,1,N/A,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,4,3,1,1,1,1,1,1,3,1,1,2,1,3,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,2,1,1,1,1,1,2,1,2,1,3,1,1,2,1,1,1,1,2,1,3,1,1,1,2,3,1,1,1,N/A,N/A,3,4,3,3,3,1,3,N/A,N/A,1,1,2,1,1,1,1,1,1,1,1,N/A,N/A,1,N/A,1,1,1
Leap Wallet,1,1,3,1,1,2,1,1,1,1,N/A,N/A,1,1,1,1,1,1,N/A,1,2,2,1,3,N/A,1,1,1,3,N/A,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECO Stake,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,N/A,1,2,1,3,1,1,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ZKV,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,N/A,1,1,1,2,2,1,2,1,2,1,2,3,1,1,1,2,2,2,2,2,1,1,2,1,1,3,1,1,2,2,1,1,1,1,2,1,2,1,2,1,N/A,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,1,1,1,4,1,1,3,1,1,1,1,1,1,1,2,2,1,N/A,N/A,N/A,N/A,N/A
BigBrainStaking,1,1,3,N/A,N/A,N/A,N/A,1,2,1,1,1,N/A,N/A,N/A,N/A,2,1,1,N/A,N/A,N/A,N/A,2,1,2,N/A,2,3,1,1,1,N/A,1,1,1,1,1,1,3,1,1,3,1,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
w3coins,1,1,2,1,3,2,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,N/A,1,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ShapeShift DAO,1,1,3,N/A,N/A,N/A,1,1,3,1,1,1,1,1,1,N/A,N/A,1,1,1,N/A,N/A,2,3,1,1,1,2,N/A,1,1,1,1,1,1,3,1,1,N/A,3,1,N/A,3,1,1,N/A,1,3,1,1,1,1,2,3,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,3,3,1,1,1,2,N/A,3,1,1,1,2,2,3,1,1,2,N/A,3,4,N/A,2,3,1,1,1,4,1,1,N/A,N/A,1,1,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
TerraBitcoin Club,1,1,3,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,1,1,1,1,3,1,3,1,1,1,1,1,2,1,1,1,2,3,1,3,3,3,1,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,1,1,1,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trust Nodes,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,N/A,N/A,N/A,1,1,2,1,1,2,1,1,2,2,N/A,2,3,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CryptoCrew Vali...,1,1,3,2,2,3,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,2,1,N/A,N/A,1,1,1,1,1,2,2,2,1,2,3,1,2,2,3,1,2,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,3,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,3,3,1,1,1,3,1,3,1,3,3,1,3,3,1,1,1,N/A,3,1,3,3,3,1,N/A,1,4,3,N/A,3,1,1,N/A,N/A,1,1,1,N/A,2,1,N/A,N/A,1,N/A,N/A
stake.systems,1,1,1,1,1,2,1,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,2,2,N/A,N/A,N/A,1,N/A,3,3,1,1,1,1,1,1,3,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,N/A,N/A,1,1,1,N/A,N/A,N/A,N/A,1,1,1,3,1,1,1,1,2,1,2,1,1,1,1,3,1,1,1,1,1,3,1,3,2,4,1,1,2,4,2,1,3,1,1,1,1,1,1,3,1,1,1,1,N/A,1,1,2
a41,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N/A,N/A,1,N/A,1,1,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,1,1,1,3,1,3,1,3,1,1,3,3,1,1,1,3,3,3,3,3,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cosmostation,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,1,1,1,1,1,1,3,1,1,1,2,1,2,3,1,1,2,1,3,1,1,1,1,3,2,1,1,1,3,3,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,2,1,1,1,3,1,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,2,2,1,2,1,2,3,4,3,3,2,1,3,1,3,1,1,3,1,1,1,1,1,1,2,1,2,1,1,N/A,1,N/A,N/A
nylira.net,1,N/A,N/A,N/A,N/A,N/A,N/A,1,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,N/A,N/A,N/A,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,3,1,3,1,1,1,1,N/A,N/A,1,1,1,N/A,N/A,N/A,N/A,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,2,1,3,1,N/A,1,1,2,1,1,1,1,N/A,N/A,N/A,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3
